name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,free_throws_scored,free_throws_attempted,assists,3_point_scored,3_point_attempted,offensive_rebounds,defensive_rebounds,steals,blocks,turnover,5yrs
Garfield Heard,65,15.8,5.9,2.3,6.1,1.3,1.9,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Fred Taylor,54,10.2,5.5,2,5.3,1.4,2.3,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Arnzen,55,10.8,5.5,2.3,5,0.8,0.9,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Greg Hyder,77,17.6,5.4,2.4,5.3,0.7,0.9,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Terry Driscoll,69,18.2,5.4,1.9,4.6,1.6,2.2,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Rudy Tomjanovich,77,13.8,5.3,2.2,5.7,0.9,1.5,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Cooke,73,9.9,4.3,1.8,4.7,0.7,0.8,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ron Knight,52,12.7,4.2,1.9,4.4,0.4,0.7,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jimmy Collins,55,8.7,4,1.7,3.9,0.6,0.8,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Greg Howard,44,9.7,3.9,1.5,3.9,0.8,1.3,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Levi Fontaine,35,6,3.8,1.5,4.1,0.8,1.1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
John Vallely,51,8.4,3.7,1.4,4,0.9,1.2,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Larry Mikan,53,10.1,3,1.2,3.5,0.6,1,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Garfield Smith,37,7.6,2.9,1.1,3.1,0.6,1.5,0.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Christian,54,9.7,2.8,1,2.4,0.7,1.2,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Greg Fillmore,39,6.9,2.6,1.2,2.6,0.3,0.7,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Mike Silliman,36,10.2,2.5,1,2.2,0.5,1.1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Herb White,38,8.3,2.4,0.9,2.2,0.6,1,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bill Zopf,53,7.5,2.2,0.9,2.5,0.4,0.7,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gary Zeller,50,4.5,1.7,0.7,2.3,0.3,0.6,0.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Mike Price,56,4.5,1.5,0.5,1.4,0.4,0.6,0.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Joe Thomas,39,5.2,1.4,0.6,2.2,0.2,0.5,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Kareem Abdul-Jabbar,82,43.1,28.8,11.4,22.1,5.9,9.1,4.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Connie Hawkins,81,40.9,24.6,8.8,17.9,7.1,9.1,4.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Dandridge,81,30.4,13.2,5.4,11,2.5,3.3,3.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jojo White,60,22.1,12.2,5.2,11.4,1.9,2.3,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Mike Davis,56,23.8,11.9,4.6,10.5,2.7,3.4,2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Eldo Garrett,73,31.8,11.6,4.8,11.2,1.9,2.2,2.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Lucius Allen,81,22.4,9.8,3.8,8.5,2.2,3.1,4.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Norm Van Lier,81,35.7,9.5,3.7,9.2,2,2.8,6.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Rick Roberson,74,27.1,8.7,3.5,7.9,1.6,2.9,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bernie Williams,72,17.1,8.3,3.5,8.9,1.3,1.7,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Neal Walk,82,17,8.2,3.1,6.7,1.9,3,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Willie McCarter,40,21.5,7.7,3.3,8.7,1.1,1.5,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Luke Rackley,66,19,7.6,2.9,6.4,1.9,3,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Herm Gilliam,57,20.4,7.5,3.1,7.7,1.2,1.6,3.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bingo Smith,75,16,7.3,3.2,7.6,0.9,1.3,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Portman,60,13.6,7,3,6.6,1.1,1.4,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Butch Beard,72,13.1,7,2.5,5.4,1.9,2.3,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Steve Kuberski,51,15.6,6.4,2.5,6.6,1.3,1.8,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lee Winfield,64,12,5.7,2.2,4.5,1.4,1.8,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Fred Carter,76,16,5.2,2.1,5.8,1.1,1.5,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lamar Green,58,12.1,4.2,1.7,4,0.7,1.2,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Carlos Ogden,47,7.6,4.1,1.7,3.7,0.6,0.8,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Wally Anderzunas,44,8.4,3.6,1.5,3.8,0.7,1,0.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Mike Lynn,44,9.2,2.7,1,3,0.7,1.1,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Greacen,41,7.1,2.6,1.1,2.7,0.4,0.7,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Johnny Warren,44,6.2,2.5,1,2.5,0.5,0.8,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Elvin Hayes,82,45.1,28.4,11.3,25.4,5.7,9.1,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Wes Unseld,82,36.2,13.8,5.2,10.9,3.4,5.6,2.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Art Harris,80,32,12.4,5.2,13.2,2,3.1,3.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gary Gregor,80,27.3,11.1,5,12,1.1,1.6,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Tom Boerwinkle,80,29.6,9.8,4,10.4,1.8,2.8,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Greg Smith,79,27.9,8.1,3.5,7.8,1.2,2,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Kauffman,82,20.2,7.8,2.7,6,2.5,3.5,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Ron Williams,75,19.6,7.8,3.2,7.6,1.5,1.9,3.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Stu Lantz,73,18.9,7.8,3,6.6,1.8,2.3,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Otto Moore,74,21.7,7.7,3.3,7.4,1.2,2.3,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bill Hewitt,75,19.4,7.2,3.2,7,0.8,1.4,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Rick Adelman,77,18.8,6.3,2.3,5.8,1.7,2.6,3.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Kennedy,72,17.2,6.2,2.4,6.1,1.4,1.7,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dave Newmark,81,14.3,5.6,2.3,5.9,1.1,1.7,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dick Cunningham,77,16.1,4.6,1.8,4.3,0.9,1.4,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Don May,48,11.7,4.3,1.7,4.6,0.9,1.2,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Sam Williams,55,11.4,4.1,1.4,4.1,1.3,2.4,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Shaler Halimon,50,7,3.7,1.8,3.9,0.2,0.6,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Fred Foster,56,8.9,3.4,1.3,3.4,0.8,1.2,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Barry Orms,64,14.3,2.8,1.2,3.8,0.5,0.9,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Loy Petersen,38,7.9,2.8,1.2,2.9,0.5,0.7,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Wilmer Hosket,50,7,2.6,1.1,2.5,0.5,0.8,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Pat Frink,48,7.6,2.6,1,3.1,0.5,0.6,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Mike Riordan,54,7.4,2.3,0.9,2.7,0.5,0.8,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Al Hairston,39,7,2.2,1,2.9,0.2,0.4,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Earl Monroe,82,36.7,24.3,9,20,6.2,7.9,4.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Rule,82,29.6,18.1,6.9,14.2,4.2,6.5,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Al Tucker,81,29.2,13.1,5.4,12.2,2.3,3.2,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Walt Frazier,74,21.5,9,3.5,7.7,2.1,3.2,4.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Clem Haskins,76,19.4,8.9,3.6,8.6,1.8,2.7,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jimmy Walker,81,19.6,8.8,3.6,9,1.7,2.2,2.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Arthur Williams,79,22,8.1,3.4,9.1,1.4,2.1,4.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bill Bradley,45,19.4,8,3.2,7.6,1.7,2.3,3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Pat Riley,80,15.8,7.9,3.1,8.3,1.6,2.5,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Phil Jackson,75,14.6,6.2,2.4,6.1,1.3,2.2,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Nick Jones,42,14.4,5.4,2,5.5,1.3,1.6,2.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bill Dinwiddie,67,13,5.1,2.1,5.3,0.9,1.5,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bobby Lewis,41,8.3,4.4,1.4,3.7,1.5,1.9,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Johnny Jones,51,9.3,4.2,1.7,5,0.8,1.3,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bill Turner,42,11.5,4.1,1.6,3.7,0.9,1.4,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Stan McKenzie,50,13.1,4.1,1.5,3.6,1.2,1.8,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Ed Manning,71,13.4,4,1.6,3.6,0.8,1.4,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Mal Graham,48,16.4,6,2.4,5.7,1.2,1.8,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
John Wetzel,38,11.4,3.7,1.4,3.1,0.9,1.2,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jim Davis,50,7.9,2.9,1.2,2.8,0.5,1.3,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
George Lehmann,55,9,2.8,1.1,3.1,0.6,0.8,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dennis Hamilton,44,8.6,2.8,1.2,2.5,0.3,0.3,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Plummer Lott,44,10.9,2.5,1,3.4,0.4,0.7,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gary Gray,44,6.3,2.4,1.1,3,0.2,0.2,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dave Lattin,44,5.8,2.2,0.8,2.3,0.5,0.8,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
George Patterson,59,9.5,2,0.7,2.3,0.5,0.6,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dave Bing,80,34.5,20,8.3,19,3.4,4.6,4.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lou Hudson,80,30.6,18.4,7.8,16.6,2.9,4.1,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Erwin Mueller,80,26.7,12.7,5.3,12,2.1,3.3,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Cazzie Russell,77,22,11.3,4.5,10.2,2.3,3,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Archie Clark,76,23.2,10.5,4.4,9.6,1.8,2.5,2.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jack Marin,74,17.9,9.6,3.8,8.5,2,2.5,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Flynn Robinson,76,15,8.8,3.6,7.9,1.6,2,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jerry Chambers,68,14.9,7.6,3.3,7.3,1,1.4,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Clyde Lee,74,16.9,7,2.8,6.8,1.4,2.2,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Love,66,16.3,6.7,2.6,6.1,1.4,2.2,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dick Snyder,55,12.3,6.1,2.6,6.1,0.8,1.1,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Walt Wesley,64,14.2,4.9,2,5.2,0.8,1.9,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bill Melchionni,73,9.5,4.3,1.9,4.8,0.5,0.8,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim Barnett,48,8,4.1,1.6,4.4,0.9,1.3,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Henry Akin,50,9.1,3.8,1.7,4.6,0.5,0.7,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Joe Ellis,41,8.1,3.7,1.6,4,0.5,0.6,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Neil Johnson,51,10.2,3.4,1.2,3.4,1.1,1.7,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Matt Guokas,69,11.7,3,1.1,2.9,0.7,1.2,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dorie Murrey,35,8.9,2.8,0.9,2.3,0.9,1.5,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Toby Kimball,38,5.8,2.6,0.9,2.6,0.7,1.1,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Rick Barry,80,37.4,25.7,9.3,21.2,7.1,8.3,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Billy Cunningham,80,26.7,14.3,5.4,12.6,3.5,5.5,2.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dave Stallworth,80,23.7,12.6,4.7,10.3,3.2,4.7,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dick Van Arsdale,79,29,12.3,4.5,10.6,3.2,4.4,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Tom Van Arsdale,79,25.8,10.5,3.9,10.6,2.6,3.7,2.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Strawder,79,27.6,8.6,3.2,7.8,2.2,3.2,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gail Goodrich,65,15.5,7.8,3.1,7.7,1.6,2.3,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bill Buntin,42,17,7.7,2.8,7.1,2.1,3.4,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ron Reed,57,17.5,7.5,3.3,9.2,0.9,1.8,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Fred Hetzel,56,12.9,6.8,2.9,7.2,1.1,1.6,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jim Washington,65,17,5.9,2.4,6,1,1.8,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jerry Sloan,59,16.1,5.7,2,4.9,1.7,2.4,1.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
John Clemens,70,12.5,5.4,2.3,5.6,0.8,1.1,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jon McGlocklin,72,11.8,5.1,2.1,5,0.9,1.1,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Keith Erickson,64,10.1,3.6,1.5,4.2,0.7,1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Willis Reed,80,38,19.5,7.9,18.2,3.8,5.1,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jim Barnes,75,34.5,15.5,6.1,14.3,3.3,5.1,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lucious Jackson,76,34.1,14.8,5.5,13.3,3.8,5.3,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Howard Komives,80,29.7,12.2,4.8,12.8,2.7,3.2,3.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Caldwell,66,23.4,10.7,4.4,11.8,2,3.2,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Mccoy McLemore,78,22.2,8.3,3.1,9.3,2,2.8,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Ron Bonham,37,10,7.4,2.5,5.9,2.5,3,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Happy Hairston,61,12.1,6.1,2.1,5.8,1.8,2.7,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Wali Jones,77,16.2,5.3,2,5.3,1.3,1.8,2.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Emmette Bryant,77,17.3,4.9,1.9,5.7,1.1,1.7,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jeff Mullins,44,11.2,4.9,2,4.8,0.9,1.4,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Mel Counts,54,10.6,4.8,1.9,5,1.1,1.4,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Paul Silas,79,15.7,4.6,1.8,4.7,1.1,2.1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bud Koper,56,11.3,4.4,1.9,4.3,0.6,0.8,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Walt Hazzard,66,13.9,4.2,1.8,4.6,0.7,1.1,2.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
John Thompson,64,10.9,3.6,1.3,3.3,1,1.6,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Barry Kramer,52,9.8,3.6,1.2,3.6,1.2,1.6,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gary Bradds,41,8.2,3.3,1.1,2.7,1.1,1.5,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Charles Nash,45,7.9,3,1,3.2,1,1.2,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
George Wilson,39,7.4,2.3,1.1,4,0.2,0.8,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jerry Lucas,79,41.4,17.7,6.9,13.1,3.9,5,2.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Gus Johnson,78,36.5,17.3,7.3,17,2.7,4.1,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Art Heyman,75,29.8,15.4,5.8,13.4,3.9,5.6,3.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Rod Thorn,75,34.6,14.4,5.5,13.5,3.4,4.7,3.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Reggie Harding,39,29.7,11,4.7,11.8,1.6,2.5,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Nate Thurmond,76,25.9,7,2.9,7.3,1.3,2.3,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Don Kojis,78,14.7,6.3,2.6,6.2,1.1,1.9,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Eddie Miles,60,13.5,5.4,2.2,6.2,1,1.5,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Gary Hill,67,15.1,5.1,2.2,5.7,0.8,1.1,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Tom Hoover,59,16.7,4.8,1.7,4.2,1.4,2.2,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim King,60,12.7,3.9,1.4,3.3,1.1,1.7,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jay Arnette,48,10.4,3.8,1.5,4.1,0.9,1.1,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Tom Thacker,48,9.5,2.8,1.1,3.8,0.5,1.1,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Terry Dischinger,57,40.2,25.5,9.2,18,7.1,9.2,3.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
John Havlicek,80,27.5,14.3,6,13.6,2.2,3,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dave DeBusschere,80,29.4,12.7,5.1,11.8,2.6,3.6,2.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Chet Walker,78,25.5,12.3,4.5,9.6,3.2,4.6,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
John Barnhill,77,35,11.7,4.7,10.9,2.4,3.3,4.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
