,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5Yrs,Unnamed: 0,id,name,season
2441,,82,27.4,7.2,3.2,7.0,0.0,0.2,0.8,1.2,1.3,1.6,6.4,2.0,0.2,2.2,1,14.0,56.0,Gary Payton,1990.0
2442,,81,25.9,7.1,2.4,4.7,0.0,0.0,2.2,3.1,3.4,4.6,0.3,0.6,1.5,1.0,1,15.0,280.0,Felton Spencer,1990.0
2443,,62,16.2,6.9,2.6,6.7,0.3,1.0,1.5,1.9,0.7,1.2,1.2,0.5,0.1,1.2,0,16.0,77260.0,Bo Kimble,1990.0
2444,,76,22.6,6.9,2.8,5.4,0.0,0.0,1.4,2.2,1.9,3.3,0.9,0.6,1.9,1.3,1,17.0,190.0,Duane Causwell,1990.0
2445,,51,11.9,6.9,2.9,6.7,0.0,0.3,1.0,1.5,1.1,0.9,0.8,0.5,0.2,0.8,1,18.0,76821.0,Gerald Glass,1990.0
2446,,76,15.4,6.7,2.8,6.8,0.2,0.8,0.8,1.2,1.5,1.4,0.8,0.6,0.3,0.9,0,19.0,77386.0,Marcus Liberty,1990.0
2447,,78,16.1,6.2,2.6,6.0,0.0,0.1,1.1,1.7,1.5,2.8,0.4,0.2,0.3,1.4,0,20.0,77251.0,Alec Kessler,1990.0
2448,,55,14.9,5.7,2.4,5.2,0.0,0.1,0.9,1.2,1.5,2.7,0.6,0.6,0.5,0.8,1,21.0,371.0,Terry Mills,1990.0
2449,,47,14.3,5.6,2.3,5.1,0.0,0.2,1.0,1.7,0.4,1.1,2.8,0.7,0.2,1.6,1,22.0,716.0,Rumeal Robinson,1990.0
2450,,73,16.1,5.5,2.4,4.9,0.0,0.0,0.7,1.0,1.7,3.1,0.5,0.3,0.3,0.7,1,23.0,919.0,Loy Vaught,1990.0
2451,,58,19.3,5.3,2.0,4.9,0.0,0.1,1.2,2.2,2.3,3.3,0.4,0.6,1.2,0.9,1,24.0,76433.0,Anthony Cook,1990.0
2452,,74,16.1,5.3,2.0,4.0,0.0,0.0,1.3,2.1,2.1,3.1,0.3,0.4,0.4,1.0,1,25.0,238.0,Tyrone Hill,1990.0
2453,,82,16.5,4.9,2.0,4.8,0.1,0.4,0.9,1.2,0.7,1.2,2.8,0.8,0.1,1.2,1,26.0,902.0,Bimbo Coles,1990.0
2454,,50,9.3,4.5,1.9,4.2,0.1,0.4,0.6,0.7,0.4,0.9,0.7,0.2,0.0,1.0,1,27.0,925.0,Sean Higgins,1990.0
2455,,54,11.2,4.4,1.8,3.9,0.0,0.1,0.8,1.1,1.0,1.8,0.7,0.2,0.4,0.8,1,28.0,323.0,Greg Foster,1990.0
2456,,62,13.3,4.3,1.7,3.7,0.0,0.0,0.9,1.4,0.8,1.9,0.6,0.2,0.2,1.0,0,29.0,1054.0,Jerrod Mustaf,1990.0
2457,,62,12.5,3.9,1.4,3.7,0.1,0.5,1.0,1.2,0.3,0.8,1.3,0.5,0.1,1.0,1,30.0,340.0,Kevin Pritchard,1990.0
2458,,36,11.8,3.9,1.7,4.2,0.0,0.0,0.4,0.8,0.8,0.6,1.0,0.4,0.0,0.8,1,31.0,1683.0,Larry Robinson,1990.0
2459,,73,11.0,3.8,1.5,3.7,0.1,0.2,0.7,1.0,0.2,0.8,1.2,0.5,0.1,0.7,1,32.0,1680.0,Brian Oliver,1990.0
2460,,42,9.5,3.8,1.6,3.7,0.0,0.0,0.5,1.0,0.7,2.2,0.4,0.0,0.7,0.8,1,33.0,368.0,Dwayne Schintzius,1990.0
2461,,64,9.5,3.7,1.5,3.8,0.1,0.3,0.5,0.7,0.5,0.5,0.4,0.3,0.2,0.5,0,34.0,78589.0,Kennard Winchester,1990.0
2462,,64,10.9,3.7,1.5,3.4,0.0,0.1,0.6,0.9,0.4,0.7,2.1,0.4,0.2,1.1,1,35.0,380.0,Tony Smith,1990.0
2463,,15,10.9,3.6,1.3,3.1,0.0,0.1,1.1,1.6,0.8,2.2,0.2,0.3,0.3,0.7,0,36.0,78621.0,Howard Wright,1990.0
2464,,52,9.8,3.5,1.4,3.1,0.0,0.0,0.7,1.1,0.8,1.3,0.3,0.2,0.1,0.8,1,37.0,420.0,Jayson Williams,1990.0
2465,,56,10.6,3.4,1.4,3.4,0.0,0.0,0.6,0.7,0.3,0.5,1.9,0.4,0.1,0.8,0,38.0,76801.0,Tate George,1990.0
2466,,64,10.6,3.2,1.2,3.0,0.0,0.0,0.9,1.2,0.4,0.8,1.0,0.3,0.1,0.8,0,39.0,76334.0,Rick Calloway,1990.0
2467,,68,10.1,3.1,1.2,2.8,0.3,0.8,0.6,0.6,0.2,0.5,1.9,0.5,0.0,0.6,1,40.0,1667.0,Steve Henson,1990.0
2468,,43,6.7,3.1,1.3,2.7,0.0,0.0,0.6,1.0,0.6,1.4,0.3,0.1,0.3,0.5,0,41.0,76001.0,Alaa Abdelnaby,1990.0
2469,,74,11.6,3.1,1.3,3.1,0.0,0.1,0.6,0.9,0.8,1.1,0.7,0.4,0.2,0.4,1,42.0,146.0,Jud Buechler,1990.0
2470,,37,5.5,3.1,1.2,3.1,0.1,0.5,0.6,0.7,0.2,0.6,0.7,0.2,0.0,0.5,0,43.0,77114.0,Dave Jamerson,1990.0
2471,,75,7.0,2.9,1.2,2.4,0.0,0.0,0.5,0.7,0.7,1.0,0.4,0.1,0.4,0.5,0,44.0,78555.0,Kenny Williams,1990.0
2472,,47,10.0,2.9,1.1,2.6,0.3,0.7,0.5,0.7,0.7,0.7,0.7,0.3,0.0,0.5,1,45.0,342.0,Andy Toolson,1990.0
2473,,52,7.3,2.8,1.1,2.4,0.0,0.0,0.6,0.9,0.8,1.1,0.2,0.2,0.7,0.3,1,46.0,922.0,Elden Campbell,1990.0
2474,,51,6.6,2.5,1.0,2.0,0.0,0.0,0.4,0.5,0.8,1.1,0.3,0.2,0.3,0.5,1,47.0,281.0,Scott Williams,1990.0
2475,,35,4.6,2.3,0.8,1.7,0.0,0.0,0.8,1.3,0.7,1.0,0.1,0.1,0.3,0.4,1,48.0,763.0,Tony Massenburg,1990.0
2476,,39,6.8,2.2,0.9,2.1,0.2,0.6,0.3,0.6,0.8,1.0,0.5,0.4,0.3,0.3,1,49.0,173.0,Keith Askins,1990.0
2477,,38,5.6,1.7,0.7,1.6,0.1,0.4,0.3,0.4,0.1,0.4,0.7,0.2,0.1,0.5,0,50.0,76183.0,Lance Blanks,1990.0
2478,,39,5.8,1.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.6,0.2,0.2,0.1,0.1,1,51.0,88.0,Steve Scheffler,1990.0
2479,,48,5.5,1.4,0.4,1.5,0.1,0.3,0.5,0.6,0.1,0.5,0.7,0.2,0.0,0.4,0,52.0,77362.0,Kurk Lee,1990.0
2480,,52,6.2,1.3,0.5,1.4,0.0,0.0,0.2,0.4,0.8,0.7,0.1,0.1,0.1,0.1,0,53.0,76410.0,Richard Coffey,1990.0
2481,,82,36.6,24.3,8.4,15.9,0.0,0.0,7.5,10.2,3.7,8.3,2.0,1.7,3.9,3.1,1,0.0,764.0,David Robinson,1989.0
2482,,79,33.7,14.7,5.9,12.5,0.3,1.1,2.7,3.5,0.7,3.2,8.7,2.1,0.2,3.3,1,1.0,896.0,Tim Hardaway,1989.0
2483,,81,30.5,14.3,5.7,11.6,0.1,0.4,2.8,4.0,0.9,1.7,7.6,1.8,0.1,3.0,1,2.0,428.0,Sherman Douglas,1989.0
2484,,77,30.0,13.6,6.1,13.9,0.2,0.9,1.2,1.6,1.3,3.3,1.8,0.9,0.4,1.5,1,3.0,779.0,Glen Rice,1989.0
2485,,80,30.2,12.7,4.7,10.4,0.0,0.1,3.4,4.4,2.3,3.5,1.1,0.8,0.7,1.2,1,4.0,417.0,Sam Mitchell,1989.0
2486,,75,22.6,12.1,3.9,7.4,0.1,0.5,4.2,5.4,1.1,1.8,1.6,1.3,0.1,1.8,1,5.0,36.0,Sarunas Marciulionis,1989.0
2487,,81,22.0,11.5,4.6,9.3,0.0,0.2,2.3,3.3,1.3,2.6,1.5,0.9,0.4,1.7,1,6.0,98.0,Nick Anderson,1989.0
2488,,82,31.5,11.4,5.2,11.3,0.3,1.0,0.8,1.3,0.7,2.0,6.8,1.6,0.3,1.7,1,7.0,71.0,Pooh Richardson,1989.0
2489,,82,33.6,11.1,4.4,9.9,0.0,0.1,2.3,3.5,2.4,6.0,1.2,1.1,0.7,2.1,1,8.0,462.0,J.R. Reid,1989.0
2490,,50,25.3,10.1,4.2,11.4,0.4,1.6,1.3,1.6,0.8,2.0,4.2,1.6,0.3,2.2,1,9.0,302.0,Mookie Blaylock,1989.0
2491,,81,25.1,10.0,3.8,8.0,0.0,0.1,2.3,2.7,1.6,2.1,1.9,0.6,0.2,1.4,1,10.0,251.0,Sean Elliott,1989.0
2492,,81,20.1,9.7,3.7,9.1,1.2,2.9,1.1,1.4,0.4,1.2,2.5,0.7,0.0,1.5,1,11.0,344.0,Dana Barros,1989.0
2493,,82,19.1,9.1,3.6,9.2,0.1,0.5,1.7,3.1,1.3,2.4,0.9,0.6,0.6,1.6,1,12.0,361.0,Clifford Robinson,1989.0
2494,,82,21.7,8.9,3.3,6.5,0.0,0.0,2.4,3.3,2.1,2.6,1.1,0.5,0.7,1.5,1,13.0,351.0,Stacey King,1989.0
2495,,82,23.0,8.9,3.5,6.9,0.1,0.4,1.8,2.5,0.8,2.2,1.8,0.9,0.4,1.9,1,14.0,898.0,Blue Edwards,1989.0
2496,,72,17.0,8.7,3.2,6.5,0.0,0.0,2.3,3.2,2.6,2.4,0.6,0.3,0.2,0.7,0,15.0,76050.0,Michael Ansley,1989.0
2497,,82,19.6,8.5,3.3,6.7,0.0,0.1,1.9,2.6,2.0,4.2,0.9,1.0,1.4,1.3,1,16.0,124.0,Vlade Divac,1989.0
2498,,79,16.8,8.0,3.2,6.5,0.0,0.2,1.6,2.2,0.6,1.3,1.5,0.7,0.2,1.2,0,17.0,77387.0,Todd Lichti,1989.0
2499,,77,12.6,7.6,2.7,5.5,0.4,1.0,1.8,2.1,0.6,0.8,1.5,0.3,0.0,1.2,0,18.0,77845.0,Drazen Petrovic,1989.0
2500,,75,17.9,7.3,2.8,6.0,0.0,0.1,1.7,2.2,1.1,2.0,0.7,0.4,0.3,0.9,1,19.0,359.0,Chucky Brown,1989.0
2501,,81,13.8,6.5,2.5,5.2,0.0,0.1,1.4,2.0,1.8,2.5,0.3,0.6,0.9,1.3,1,20.0,431.0,Shawn Kemp,1989.0
2502,,69,19.6,6.3,2.5,6.0,0.0,0.2,1.3,1.9,1.1,1.2,0.6,0.6,0.2,0.7,0,21.0,77474.0,Jeff Martin,1989.0
2503,,55,18.0,6.1,2.5,5.2,0.0,0.0,1.2,1.7,1.5,1.9,1.0,0.4,0.2,1.1,0,22.0,76152.0,Winston Bennett,1989.0
2504,,66,11.3,5.9,1.8,3.9,0.0,0.0,2.3,3.0,1.0,1.0,0.7,0.5,0.1,1.2,1,23.0,140.0,Donald Royal,1989.0
2505,,81,15.9,5.6,2.3,4.8,0.0,0.1,0.9,1.0,0.2,1.0,2.5,0.6,0.1,1.0,1,24.0,769.0,B.J. Armstrong,1989.0
2506,,61,13.2,5.3,2.1,4.8,0.0,0.0,1.0,1.6,1.0,1.8,0.8,0.2,0.2,0.8,1,25.0,67.0,Tom Hammonds,1989.0
2507,,50,9.8,5.2,1.9,4.1,0.1,0.3,1.2,1.8,0.6,0.9,0.9,0.6,0.0,0.8,0,26.0,77096.0,Byron Irvin,1989.0
2508,,65,9.5,5.0,2.1,4.4,0.0,0.4,0.8,1.0,0.6,0.9,1.2,0.1,0.0,0.8,1,27.0,78197.0,Michael Smith,1989.0
2509,,72,13.0,5.0,1.9,3.9,0.2,0.5,1.0,1.7,0.7,0.9,1.2,0.5,0.3,0.7,0,28.0,78421.0,Alexander Volkov,1989.0
2510,,63,14.0,4.7,1.9,4.2,0.0,0.0,0.9,1.4,1.5,2.2,0.4,0.4,0.4,1.1,1,29.0,426.0,Terry Davis,1989.0
2511,,43,13.0,4.6,2.0,5.0,0.1,0.5,0.4,0.6,0.2,1.0,1.9,0.3,0.0,0.8,0,30.0,76911.0,Scott Haffner,1989.0
2512,,45,8.3,4.5,1.8,3.6,0.0,0.1,0.9,1.5,1.3,1.1,0.4,0.2,0.1,0.9,0,31.0,77060.0,Ed Horton,1989.0
2513,,36,8.8,4.3,1.6,3.4,0.0,0.1,1.1,1.8,0.6,0.8,0.6,0.5,0.2,0.7,1,32.0,78379.0,Henry Turner,1989.0
2514,,55,12.9,4.3,1.7,4.6,0.0,0.3,0.9,1.6,1.4,1.7,0.4,0.4,0.1,0.9,0,33.0,1839.0,Randy White,1989.0
2515,,59,12.4,4.1,1.6,2.9,0.0,0.1,0.9,1.4,0.7,1.4,0.6,0.6,0.2,0.5,0,34.0,76123.0,Kenny Battle,1989.0
2516,,37,10.9,3.9,1.3,4.4,0.2,0.8,1.2,1.7,0.2,0.7,1.8,0.5,0.1,1.4,0,35.0,1972.0,John Morton,1989.0
2517,,77,11.0,3.5,1.4,3.4,0.2,0.7,0.5,0.7,0.2,0.6,2.3,0.3,0.0,1.1,0,36.0,78035.0,Delaney Rudd,1989.0
2518,,35,6.2,3.3,1.3,3.1,0.1,0.3,0.5,0.5,0.3,0.4,0.3,0.2,0.2,0.6,0,37.0,77822.0,Kenny Payne,1989.0
2519,,67,10.1,3.1,1.2,3.2,0.0,0.2,0.6,0.9,0.2,0.6,2.5,0.5,0.0,1.1,1,38.0,285.0,Greg Grant,1989.0
2520,,60,8.7,2.9,1.0,2.2,0.0,0.1,0.9,1.3,0.2,0.9,1.7,0.6,0.1,0.6,1,39.0,78179.0,Charles Smith,1989.0
2521,,44,9.4,2.7,1.0,3.3,0.3,0.9,0.3,0.4,0.3,0.7,1.0,0.4,0.1,0.8,1,40.0,45.0,George McCloud,1989.0
2522,,52,7.3,2.6,1.0,2.6,0.1,0.2,0.5,0.6,0.5,0.9,0.3,0.2,0.1,0.6,1,41.0,28.0,Doug West,1989.0
2523,,21,4.1,2.2,0.9,2.3,0.0,0.2,0.4,0.6,0.6,0.5,0.0,0.1,0.4,0.3,0,42.0,77170.0,Nate Johnston,1989.0
2524,,36,4.3,2.0,0.6,1.9,0.1,0.2,0.7,0.8,0.2,0.4,0.3,0.1,0.0,0.6,0,43.0,77649.0,Mike Morrison,1989.0
2525,,57,7.7,2.0,0.7,2.0,0.1,0.4,0.4,0.7,0.4,0.8,0.4,0.2,0.1,0.4,0,44.0,77301.0,Frank Kornet,1989.0
2526,,42,9.8,1.9,0.9,2.0,0.0,0.0,0.2,0.3,1.0,1.8,0.5,0.2,0.3,0.4,0,45.0,78021.0,Doug Roth,1989.0
2527,,51,6.5,1.9,0.8,1.5,0.0,0.0,0.3,0.5,0.7,1.4,0.1,0.2,0.4,0.6,1,46.0,154.0,Adrian Caldwell,1989.0
2528,,48,5.7,1.1,0.4,1.8,0.0,0.1,0.3,0.4,0.2,0.4,1.3,0.4,0.0,0.5,0,47.0,77145.0,Eric Johnson,1989.0
2529,,21,4.9,0.7,0.3,0.9,0.0,0.0,0.1,0.3,0.2,0.9,0.1,0.1,0.3,0.1,0,48.0,78558.0,Mike Williams,1989.0
2530,,79,34.4,22.0,8.2,17.5,0.4,1.1,5.2,6.4,2.0,3.9,4.2,1.0,0.2,3.4,1,0.0,782.0,Mitch Richmond,1988.0
2531,,81,33.8,18.6,7.9,15.9,0.0,0.3,2.8,3.6,1.9,3.3,4.6,1.9,0.8,3.2,1,1.0,335.0,Willie Anderson,1988.0
2532,,75,29.6,16.9,7.0,16.9,0.8,2.5,2.1,2.6,1.0,1.5,2.3,0.9,0.3,1.5,1,2.0,364.0,Rex Chapman,1988.0
2533,,71,30.4,16.3,6.1,12.4,0.0,0.0,4.0,5.5,2.4,4.1,1.5,1.0,1.3,2.1,1,3.0,293.0,Charles Smith,1988.0
2534,,79,32.6,15.1,5.6,12.3,0.9,2.1,3.1,3.7,0.6,2.2,3.0,1.5,0.5,2.0,1,4.0,765.0,Hersey Hawkins,1988.0
2535,,76,27.6,14.1,5.4,11.9,0.8,2.3,2.4,3.3,2.5,2.8,1.6,1.3,0.8,2.5,1,5.0,356.0,Chris Morris,1988.0
2536,,79,29.7,13.8,5.9,14.0,0.1,0.5,1.8,2.4,1.1,2.2,4.4,1.8,0.3,3.1,1,6.0,236.0,Kevin Edwards,1988.0
2537,,71,27.1,11.9,5.1,11.7,0.1,0.3,1.7,2.3,1.1,2.2,7.1,2.0,0.1,3.6,1,7.0,202.0,Gary Grant,1988.0
2538,,82,29.7,11.9,4.1,8.4,0.0,0.1,3.7,5.0,2.9,3.7,1.8,1.5,0.6,2.5,1,8.0,3.0,Grant Long,1988.0
2539,,79,26.1,11.7,4.5,10.5,0.4,1.6,2.3,3.1,0.6,1.9,3.8,1.1,0.1,2.3,1,9.0,137.0,Vernon Maxwell,1988.0
2540,,82,24.9,11.7,4.7,9.1,0.0,0.0,2.2,3.1,2.3,3.8,0.9,0.5,1.8,1.6,1,10.0,22.0,Rik Smits,1988.0
2541,,80,18.2,11.5,4.0,9.2,0.1,0.5,3.4,4.3,1.3,1.0,1.5,0.5,0.1,1.6,1,11.0,289.0,Ledell Eackles,1988.0
2542,,64,22.0,11.0,4.0,8.9,1.0,2.5,2.0,2.6,0.9,2.2,1.3,0.6,0.3,1.3,0,12.0,76157.0,Ricky Berry,1988.0
2543,,78,25.2,10.9,4.3,9.5,0.0,0.1,2.3,4.5,2.6,4.4,0.7,0.6,1.2,2.6,1,13.0,938.0,Rony Seikaly,1988.0
2544,,81,19.0,9.3,3.4,7.8,0.1,0.3,2.4,3.0,1.4,1.8,1.0,0.6,0.1,1.7,0,14.0,76387.0,Derrick Chievous,1988.0
2545,,81,16.8,8.9,3.3,7.0,0.2,0.7,2.1,2.9,0.6,1.3,3.9,1.2,0.0,1.8,1,15.0,393.0,Rod Strickland,1988.0
2546,,54,25.1,8.6,3.4,8.0,0.5,1.5,1.4,2.4,1.1,2.7,2.4,1.2,0.3,0.9,1,16.0,105.0,Dan Majerle,1988.0
2547,,82,28.1,8.6,3.6,8.4,0.0,0.2,1.3,1.6,1.5,3.1,5.8,1.0,0.3,2.3,1,17.0,216.0,Brian Shaw,1988.0
2548,,55,22.2,8.0,3.0,7.2,0.0,0.1,1.9,2.8,2.1,3.1,2.1,0.7,0.5,1.9,0,18.0,76862.0,Sylvester Gray,1988.0
2549,,80,19.5,7.1,3.0,6.3,0.1,0.3,1.1,1.3,0.6,1.5,2.6,0.8,0.2,1.0,1,19.0,219.0,Vinny Del Negro,1988.0
2550,,32,19.3,6.8,3.1,6.6,0.1,0.5,0.6,0.8,0.3,1.2,3.7,0.8,0.1,1.7,0,20.0,78394.0,Kelvin Upshaw,1988.0
2551,,71,21.1,6.4,2.5,5.1,0.0,0.2,1.4,1.8,0.5,1.7,3.4,1.1,0.1,1.6,0,21.0,76790.0,Tom Garrick,1988.0
2552,,36,20.3,5.7,2.0,4.9,0.0,0.2,1.6,2.3,1.2,1.3,4.3,1.2,0.1,2.3,0,22.0,76042.0,Michael Anderson,1988.0
2553,,71,16.8,5.6,2.5,5.5,0.0,0.0,0.5,0.8,1.1,1.2,1.1,0.5,0.4,0.4,1,23.0,265.0,Harvey Grant,1988.0
2554,,65,14.5,5.5,1.9,3.8,0.0,0.0,1.8,2.6,1.5,2.1,0.3,0.2,0.2,0.7,0,24.0,1117.0,John Shasky,1988.0
2555,,82,16.7,5.2,1.9,4.5,0.7,1.9,0.7,0.8,0.2,0.9,3.7,0.8,0.0,0.8,1,25.0,418.0,Scott Brooks,1988.0
2556,,24,14.7,5.1,1.8,4.0,0.0,0.0,1.5,2.7,0.8,1.3,0.9,0.7,0.1,1.4,0,26.0,77614.0,Todd Mitchell,1988.0
2557,,56,14.3,5.0,2.1,4.4,0.0,0.0,0.7,1.2,1.2,2.0,0.6,0.4,0.1,0.7,1,27.0,95.0,Mark Bryant,1988.0
2558,,54,10.2,4.8,2.0,4.7,0.0,0.1,0.8,2.1,1.6,2.1,1.1,0.4,0.1,0.9,0,28.0,77335.0,Jerome Lane,1988.0
2559,,51,13.4,4.8,1.8,4.1,0.0,0.0,1.1,1.6,0.6,1.6,0.8,0.4,0.3,0.9,0,29.0,2652.0,Shelton Jones,1988.0
2560,,75,10.4,4.3,1.6,2.9,0.0,0.0,1.1,1.5,0.6,2.0,0.2,0.1,0.3,0.9,1,30.0,287.0,Eric Leckner,1988.0
2561,,62,9.9,4.1,1.7,3.2,0.0,0.1,0.6,1.0,1.0,1.1,0.3,0.3,0.5,0.6,1,31.0,897.0,Tim Perry,1988.0
2562,,36,8.8,4.1,1.4,3.5,0.3,0.7,0.9,1.4,0.4,0.7,0.8,0.6,0.1,1.1,1,32.0,317.0,John Starks,1988.0
2563,,42,7.9,4.0,1.8,4.1,0.0,0.2,0.5,0.7,0.5,0.8,0.5,0.3,0.1,0.5,1,33.0,705.0,Randolph Keys,1988.0
2564,,33,7.8,3.8,1.5,3.1,0.0,0.3,0.8,1.0,0.5,0.6,0.4,0.4,0.2,0.4,0,34.0,76528.0,Mark Davis,1988.0
2565,,37,8.3,3.5,1.4,2.8,0.0,0.0,0.8,1.2,0.5,0.7,0.5,0.5,0.2,0.5,0,35.0,77180.0,Bill Jones,1988.0
2566,,46,6.8,3.3,1.4,2.7,0.0,0.1,0.5,0.7,0.6,0.6,0.4,0.3,0.1,0.7,0,36.0,76752.0,Anthony Frederick,1988.0
2567,,60,8.1,3.1,1.4,2.8,0.0,0.0,0.4,0.7,0.8,1.7,0.4,0.3,0.3,0.5,1,37.0,1593.0,Charles Shackleford,1988.0
2568,,47,9.4,2.9,1.0,2.6,0.0,0.1,0.7,0.9,0.3,0.6,2.3,0.5,0.2,1.3,0,38.0,77970.0,David Rivers,1988.0
2569,,51,6.4,2.8,1.1,2.5,0.0,0.0,0.6,1.0,0.6,0.5,0.2,0.2,0.1,0.7,0,39.0,77771.0,Jose Ortiz,1988.0
2570,,49,7.3,2.6,1.0,2.6,0.0,0.2,0.6,1.0,0.2,0.4,1.4,0.3,0.1,0.9,1,40.0,52.0,Micheal Williams,1988.0
2571,,62,8.5,2.6,1.0,1.9,0.0,0.0,0.6,1.0,0.9,1.5,0.1,0.3,0.8,0.5,1,41.0,457.0,Andrew Lang,1988.0
2572,,72,7.3,2.5,0.8,2.0,0.0,0.1,0.8,1.1,0.7,0.6,0.6,0.3,0.0,0.5,1,42.0,97.0,Ronnie Grandison,1988.0
2573,,41,5.6,2.4,0.9,2.0,0.0,0.0,0.7,1.1,0.5,0.5,0.2,0.2,0.1,0.3,1,43.0,273.0,Duane Ferrell,1988.0
2574,,51,8.0,2.2,0.9,2.2,0.1,0.5,0.3,0.3,0.3,0.7,1.5,0.5,0.1,0.7,1,44.0,78528.0,Morlon Wiley,1988.0
2575,,51,5.7,2.2,0.7,1.5,0.0,0.0,0.7,0.9,0.4,1.0,0.2,0.2,0.0,0.5,1,45.0,917.0,Jack Haley,1988.0
2576,,53,9.4,2.2,0.8,2.3,0.2,0.6,0.3,0.4,0.1,0.4,2.2,0.5,0.1,1.0,0,46.0,77694.0,Craig Neal,1988.0
2577,,35,6.0,1.9,0.7,2.1,0.1,0.3,0.5,0.6,0.3,0.3,1.1,0.3,0.1,0.8,0,47.0,78247.0,Everette Stephens,1988.0
2578,,82,9.5,1.7,0.5,1.6,0.0,0.2,0.7,0.9,0.3,0.8,2.6,0.3,0.1,1.1,1,48.0,77372.0,Jim Les,1988.0
2579,,43,6.8,1.6,0.7,1.9,0.0,0.2,0.2,0.4,0.3,0.3,1.7,0.5,0.1,0.4,1,49.0,422.0,Avery Johnson,1988.0
2580,,55,32.9,14.8,6.2,13.1,0.0,0.0,2.4,3.5,2.4,5.5,1.3,1.1,0.5,2.2,1,0.0,288.0,Armen Gilliam,1987.0
2581,,61,35.6,13.8,5.4,11.4,0.2,0.6,2.7,3.3,0.7,1.6,7.1,1.5,0.1,3.0,1,1.0,181.0,Kenny Smith,1987.0
2582,,82,39.6,13.6,5.3,12.4,0.4,1.5,2.5,3.2,1.5,3.4,10.6,2.5,0.1,3.1,1,2.0,349.0,Mark Jackson,1987.0
2583,,67,31.7,12.4,5.1,11.6,0.2,0.6,2.1,2.3,1.0,2.4,6.4,1.7,0.1,2.5,1,3.0,76782.0,Winston Garland,1987.0
2584,,82,24.2,11.7,4.6,9.2,0.0,0.1,2.4,4.0,2.0,4.3,1.0,0.7,1.5,1.7,1,4.0,246.0,Greg Anderson,1987.0
2585,,35,24.5,10.4,4.3,12.2,0.4,1.7,1.4,1.9,1.6,1.8,1.7,0.8,0.6,1.8,1,5.0,199.0,Reggie Williams,1987.0
2586,,82,22.4,10.0,3.7,7.6,0.7,2.1,1.8,2.3,1.2,1.2,1.6,0.6,0.2,1.2,1,6.0,397.0,Reggie Miller,1987.0
2587,,61,22.4,9.6,3.6,9.0,0.2,0.7,2.1,2.9,1.0,1.3,1.9,0.9,0.4,2.0,0,7.0,77054.0,Dennis Hopson,1987.0
2588,,80,24.0,9.2,3.4,7.5,0.1,0.3,2.2,2.6,0.5,1.9,5.5,1.3,0.3,1.8,1,8.0,134.0,Kevin Johnson,1987.0
2589,,66,21.7,8.6,3.7,7.6,0.0,0.2,1.3,2.6,1.5,2.5,1.2,0.7,0.5,1.6,1,9.0,80.0,Ken Norman,1987.0
2590,,82,20.8,8.5,3.1,6.3,0.1,0.4,2.1,2.7,1.4,2.6,1.3,0.9,0.8,1.3,1,10.0,365.0,Derrick McKey,1987.0
2591,,78,20.5,8.1,3.1,7.2,0.0,0.0,1.9,2.7,1.2,3.0,1.4,0.7,0.3,1.4,1,11.0,76748.0,Tellis Frank,1987.0
2592,,79,20.9,7.9,3.3,7.1,0.1,0.3,1.3,2.2,1.5,2.3,2.1,1.2,0.7,1.7,1,12.0,937.0,Scottie Pippen,1987.0
2593,,81,22.6,7.7,3.1,6.3,0.0,0.0,1.4,2.2,1.9,3.6,1.1,0.6,0.7,1.1,1,13.0,270.0,Horace Grant,1987.0
2594,,42,27.1,7.6,3.2,8.0,0.1,0.4,1.1,1.3,1.2,3.2,2.3,0.9,0.4,1.8,1,14.0,341.0,Joe Wolf,1987.0
2595,,39,16.5,5.7,2.2,4.7,0.0,0.0,1.4,1.6,1.5,3.0,0.8,0.3,0.2,0.9,1,15.0,77053.0,Dave Hoppen,1987.0
2596,,75,15.0,5.6,2.1,4.8,0.0,0.0,1.4,2.0,0.7,2.2,0.9,0.5,0.9,1.5,0,16.0,76426.0,Dallas Comegys,1987.0
2597,,49,11.9,5.3,2.3,5.1,0.0,0.1,0.8,1.1,0.2,0.4,1.2,0.4,0.0,1.0,0,17.0,78514.0,Tony White,1987.0
2598,,24,17.5,5.2,1.8,4.6,0.4,1.1,1.2,1.7,0.1,1.0,2.9,1.0,0.1,1.0,0,18.0,78584.0,Ricky Wilson,1987.0
2599,,79,20.6,5.0,2.1,5.4,0.0,0.2,0.7,0.9,0.4,1.3,5.1,1.6,0.0,1.3,1,19.0,177.0,Muggsy Bogues,1987.0
2600,,49,8.3,4.5,1.8,3.9,0.0,0.1,0.8,1.2,0.6,0.7,0.5,0.3,0.3,0.6,1,20.0,77384.0,Reggie Lewis,1987.0
2601,,70,10.3,4.2,1.7,3.5,0.0,0.2,0.7,0.9,0.7,1.3,0.7,0.3,0.6,0.8,1,21.0,38.0,Brad Lohaus,1987.0
2602,,82,13.2,4.1,1.4,3.1,0.0,0.0,1.2,1.9,1.5,2.5,0.4,0.4,0.3,1.0,1,22.0,178.0,Olden Polynice,1987.0
