Name,GP,MIN,PTS,FGS,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,5Yrs
Kenneth Faried,46,22.5,10.2,3.9,6.7,0.0,0.0,2.4,3.6,3.1,4.6,0.8,0.7,1.0,1.2,1
Chris Singleton,66,21.7,4.6,1.8,4.7,0.7,1.9,0.5,0.7,0.7,2.9,0.7,1.1,0.5,0.6,0
Derrick Williams,66,21.5,8.8,3.1,7.5,0.6,2.1,2.1,3.0,1.2,3.5,0.6,0.5,0.5,1.2,1
Donald Sloan,33,20.3,5.5,2.4,6.0,0.1,0.8,0.7,0.9,0.5,1.5,3.2,0.4,0.1,1.5,1
Markieff Morris,63,19.5,7.4,2.8,6.9,0.7,2.0,1.2,1.7,1.1,3.3,1.0,0.7,0.7,1.1,1
Norris Cole,65,19.4,6.8,2.7,6.9,0.3,1.2,1.0,1.3,0.3,1.1,2.0,0.7,0.0,1.6,1
Jimmer Fredette,61,18.6,7.6,2.8,7.3,1.3,3.5,0.7,0.8,0.3,0.9,1.8,0.5,0.1,1.1,1
Charles Jenkins,51,17.5,5.8,2.5,5.7,0.1,0.4,0.7,0.8,0.2,1.2,3.3,0.7,0.1,1.2,0
Jaylen Brown,34,13.4,4.9,1.9,4.4,0.4,1.1,0.7,1.1,0.6,1.2,0.6,0.3,0.3,0.6,0
Ivan Johnson,56,16.7,6.4,2.5,4.9,0.0,0.1,1.3,1.8,1.2,2.9,0.6,0.8,0.3,1.2,0
Alec Burks,59,15.9,7.2,2.6,6.1,0.3,0.8,1.8,2.4,1.0,1.3,0.9,0.5,0.1,0.9,1
Lavoy Allen,41,15.2,4.1,1.9,4.1,0.0,0.0,0.3,0.3,1.1,3.0,0.8,0.3,0.4,0.5,1
Lance Thomas,42,15.0,4.0,1.4,3.0,0.0,0.0,1.2,1.5,1.2,1.8,0.3,0.2,0.2,0.6,1
Jordan Williams,43,14.8,4.6,1.8,3.5,0.0,0.0,1.0,1.5,1.5,2.1,0.3,0.5,0.3,0.5,0
Josh Harrellson,37,14.6,4.4,1.7,4.0,0.5,1.6,0.4,0.7,1.3,2.6,0.3,0.6,0.5,0.5,0
Greg Stiemsma,55,13.9,2.9,1.2,2.2,0.0,0.0,0.5,0.7,0.9,2.3,0.5,0.7,1.6,0.6,0
Jeremy Tyler,42,13.5,4.9,2.1,5.0,0.0,0.0,0.7,1.2,1.3,2.0,0.4,0.4,0.5,0.9,0
Malcolm Lee,19,12.8,3.3,1.2,3.1,0.1,0.5,0.7,0.9,0.5,0.9,1.6,0.4,0.2,0.9,0
Nolan Smith,44,12.3,3.8,1.5,4.1,0.3,1.0,0.5,0.6,0.4,0.9,1.4,0.4,0.1,0.9,0
Shelvin Mack,64,12.2,3.6,1.4,3.4,0.2,0.7,0.7,0.9,0.2,1.3,2.0,0.4,0.0,0.8,1
Jon Leuer,46,12.1,4.7,2.1,4.2,0.1,0.2,0.5,0.6,1.0,1.6,0.5,0.3,0.4,0.4,1
Tobias Harris,42,11.4,5.0,1.9,4.0,0.1,0.5,1.0,1.3,0.7,1.7,0.5,0.3,0.2,0.7,1
Cory Higgins,38,11.1,3.9,1.4,4.2,0.1,0.5,1.1,1.6,0.2,0.7,0.9,0.1,0.2,1.0,0
Andrew Goudelock,40,10.5,4.4,1.7,4.4,0.7,1.9,0.3,0.3,0.1,0.7,0.5,0.1,0.0,0.5,0
Jordan Hamilton,26,9.9,4.4,1.8,4.3,0.7,1.8,0.1,0.2,0.4,2.0,0.8,0.1,0.1,0.6,1
Mickell Gladness,26,9.7,2.2,1.0,2.3,0.0,0.0,0.2,0.5,0.5,1.7,0.2,0.1,0.8,0.3,0
Patrick McCaw,26,12.2,2.8,1.1,2.8,0.6,1.5,0.1,0.2,0.3,0.8,1.0,0.4,0.3,0.6,0
Jeremy Pargo,44,9.6,2.9,1.1,3.4,0.2,0.9,0.4,0.6,0.3,0.6,1.3,0.3,0.0,1.1,0
E'Twaun Moore,38,8.7,2.9,1.1,3.0,0.4,1.2,0.2,0.2,0.1,0.8,0.9,0.3,0.1,0.6,1
Jimmy Butler,42,8.5,2.6,0.8,1.9,0.0,0.3,1.0,1.3,0.5,0.8,0.3,0.3,0.1,0.3,1
JaJuan Johnson,36,8.3,3.2,1.5,3.4,0.0,0.0,0.2,0.3,0.6,1.1,0.2,0.1,0.4,0.4,0
Blake Griffin,82,38.0,22.5,8.5,16.8,0.1,0.3,5.4,8.5,3.3,8.8,3.8,0.8,0.6,2.7,1
John Wall,69,37.8,16.4,5.8,14.1,0.5,1.7,4.4,5.7,0.5,4.1,8.3,1.8,0.5,3.8,1
Landry Fields,82,31.0,9.7,3.6,7.3,1.0,2.7,1.4,1.8,1.3,5.1,1.9,1.0,0.2,1.3,1
DeMarcus Cousins,81,28.5,14.1,5.3,12.4,0.0,0.2,3.4,5.0,2.7,6.0,2.5,1.1,0.8,3.3,1
Greg Monroe,80,27.8,9.4,3.8,6.9,0.0,0.0,1.8,2.9,3.1,4.4,1.3,1.2,0.6,1.0,1
Wesley Johnson,79,26.2,9.0,3.4,8.6,1.3,3.7,0.8,1.2,0.6,2.4,1.9,0.7,0.7,1.2,1
Ed Davis,65,24.6,7.7,3.3,5.7,0.0,0.0,1.1,2.0,2.6,4.5,0.6,0.6,1.0,0.7,1
Jordan Crawford,42,24.5,11.7,4.6,11.9,0.8,3.0,1.7,2.0,0.7,1.8,2.8,0.9,0.1,2.0,0
Evan Turner,78,23.0,7.2,2.9,6.8,0.2,0.6,1.3,1.6,0.5,3.4,2.0,0.6,0.2,1.0,1
Eric Bledsoe,81,22.7,6.7,2.5,6.0,0.4,1.4,1.2,1.6,0.8,1.9,3.6,1.1,0.3,2.4,1
Gary Neal,80,21.1,9.8,3.6,7.9,1.6,3.9,1.1,1.3,0.3,2.2,1.2,0.3,0.1,1.0,1
Paul George,61,20.7,7.8,2.9,6.5,0.7,2.3,1.3,1.7,0.6,3.1,1.1,1.0,0.4,1.1,1
Derrick Favors,78,19.7,6.8,2.8,5.3,0.0,0.0,1.3,2.2,2.2,3.1,0.5,0.4,0.9,1.0,1
Kay Felder,15,11.0,5.4,1.8,4.1,0.3,0.6,1.5,2.0,0.1,1.1,1.9,0.4,0.2,0.7,0
Al-Farouq Aminu,81,17.9,5.6,2.0,5.0,0.6,1.8,1.1,1.5,0.9,2.4,0.7,0.7,0.3,1.3,1
Ekpe Udoh,58,17.8,4.1,1.7,3.8,0.0,0.0,0.7,1.1,1.4,1.7,0.7,0.4,1.5,0.8,1
Manny Harris,54,17.3,5.9,2.0,5.4,0.6,1.7,1.3,1.7,0.7,1.9,1.6,0.6,0.1,1.2,0
Gordon Hayward,72,16.9,5.4,2.0,4.1,0.5,1.0,1.0,1.3,0.6,1.4,1.1,0.4,0.3,1.0,1
Patrick Patterson,52,16.7,6.3,2.9,5.1,0.0,0.0,0.6,0.8,1.7,2.2,0.8,0.3,0.7,0.6,1
Trevor Booker,65,16.4,5.3,2.1,3.9,0.0,0.0,1.0,1.6,1.5,2.4,0.5,0.5,0.7,0.6,1
Larry Sanders,60,14.5,4.3,1.9,4.5,0.0,0.0,0.5,0.8,1.0,2.0,0.3,0.4,1.2,0.6,1
Luke Harangody,49,13.1,3.9,1.6,4.2,0.3,1.3,0.4,0.5,0.8,2.1,0.6,0.3,0.3,0.3,0
Quincy Pondexter,66,11.1,2.8,1.1,2.7,0.3,0.8,0.4,0.5,0.3,1.0,0.4,0.3,0.1,0.2,1
Ben Uzoh,42,10.4,3.8,1.5,3.4,0.1,0.2,0.8,1.3,0.7,0.7,1.6,0.3,0.2,0.6,0
Ish Smith,43,10.3,2.3,1.0,2.7,0.1,0.2,0.3,0.5,0.2,0.9,1.8,0.4,0.1,0.8,1
Lazar Hayward,42,10.0,3.8,1.3,3.7,0.4,1.4,0.8,1.0,0.5,1.1,0.7,0.3,0.2,0.5,0
Jeremy Evans,49,9.4,3.6,1.6,2.3,0.0,0.0,0.5,0.8,0.7,1.2,0.5,0.3,0.3,0.4,1
Cole Aldrich,18,7.9,1.0,0.4,0.8,0.0,0.0,0.1,0.2,0.7,1.2,0.2,0.3,0.4,0.4,1
Armon Johnson,38,7.3,2.9,1.2,2.7,0.1,0.3,0.3,0.6,0.3,0.7,1.2,0.1,0.0,1.0,0
Mustafa Shakur,22,7.2,2.3,1.0,2.7,0.0,0.5,0.4,0.7,0.3,0.7,1.1,0.2,0.1,0.8,0
Derrick Caracter,41,5.2,2.0,0.8,1.6,0.0,0.0,0.4,0.6,0.5,0.6,0.2,0.1,0.2,0.5,0
Tyreke Evans,72,37.2,20.1,7.4,16.2,0.5,2.0,4.8,6.5,0.9,4.4,5.8,1.5,0.4,3.0,1
Stephen Curry,80,36.2,17.5,6.6,14.3,2.1,4.8,2.2,2.5,0.6,3.9,5.9,1.9,0.2,3.0,1
Brandon Jennings,82,32.6,15.5,5.5,14.8,1.8,4.7,2.7,3.3,0.6,2.8,5.7,1.3,0.2,2.4,1
Denzel Valentine,22,10.6,2.5,0.8,3.0,0.5,1.9,0.3,0.4,0.0,1.6,0.5,0.3,0.1,0.4,0
Jonny Flynn,81,28.9,13.5,4.9,11.8,1.0,2.7,2.8,3.3,0.3,2.1,4.4,1.0,0.0,2.9,0
Darren Collison,76,27.8,12.4,4.9,10.4,0.6,1.5,1.9,2.3,0.5,2.0,5.7,1.0,0.1,2.7,1
Taj Gibson,82,26.9,9.0,3.8,7.7,0.0,0.0,1.4,2.1,2.8,4.7,0.9,0.6,1.3,1.4,1
Marcus Thornton,73,25.6,14.5,5.5,12.1,1.6,4.3,2.0,2.4,1.0,1.9,1.6,0.8,0.1,1.0,1
Wesley Matthews,82,24.7,9.4,3.3,6.9,0.8,2.0,2.0,2.4,0.6,1.7,1.5,0.8,0.2,1.1,1
Jrue Holiday,73,24.2,8.0,3.2,7.1,0.8,2.2,0.9,1.2,0.8,1.8,3.8,1.1,0.3,2.1,1
James Harden,76,22.9,9.9,3.1,7.6,1.2,3.3,2.6,3.2,0.6,2.6,1.8,1.1,0.3,1.4,1
Terrence Williams,78,22.6,8.4,3.3,8.3,0.4,1.3,1.3,1.8,0.6,3.9,2.9,0.6,0.1,1.6,0
Taurean Waller-Prince,20,10.0,3.4,1.2,3.1,0.4,1.2,0.6,0.7,0.2,1.8,0.7,0.3,0.3,0.7,0
DeMar DeRozan,77,21.6,8.6,3.3,6.6,0.1,0.2,1.9,2.5,0.9,2.0,0.7,0.6,0.2,0.8,1
Ty Lawson,65,20.3,8.3,3.1,6.0,0.5,1.3,1.6,2.2,0.6,1.3,3.1,0.7,0.0,1.3,1
Chase Budinger,74,20.1,8.9,3.4,7.6,1.2,3.4,0.9,1.2,0.5,2.5,1.2,0.5,0.1,0.7,1
Toney Douglas,56,19.4,8.6,3.2,7.0,1.2,3.1,1.0,1.2,0.7,1.2,2.0,0.8,0.1,1.0,1
DeJuan Blair,82,18.2,7.8,3.4,6.0,0.0,0.0,1.1,2.0,2.4,4.0,0.8,0.6,0.5,1.4,1
Wayne Ellington,76,18.2,6.6,2.5,5.9,0.8,2.1,0.8,0.9,0.4,1.7,1.0,0.3,0.1,1.0,1
Sam Young,80,16.5,7.4,2.8,6.2,0.1,0.7,1.7,2.2,1.0,1.6,0.7,0.4,0.3,1.2,0
Eric Maynor,81,15.7,4.7,1.9,4.5,0.3,0.9,0.6,0.9,0.3,1.3,3.3,0.5,0.1,1.1,1
A.J. Price,56,15.4,7.3,2.6,6.3,1.1,3.1,1.1,1.3,0.2,1.4,1.9,0.6,0.1,1.1,1
Karl-Anthony Towns,82,32.0,18.3,7.6,14.1,0.4,1.1,2.7,3.4,2.8,7.7,2.0,0.7,1.7,2.2,0
Jordan Hill,47,13.3,5.2,2.1,4.3,0.0,0.0,1.0,1.4,1.6,2.1,0.4,0.3,0.5,0.6,1
Austin Daye,69,13.3,5.1,2.0,4.3,0.4,1.4,0.7,0.8,0.5,2.0,0.5,0.4,0.4,0.7,1
Chris Hunter,60,13.1,4.5,1.8,3.6,0.0,0.1,0.9,1.2,0.9,1.9,0.6,0.2,0.6,0.5,0
Jon Brockman,52,12.6,2.8,1.1,2.0,0.0,0.0,0.7,1.2,2.0,2.1,0.4,0.3,0.1,0.4,0
Garrett Temple,27,12.4,5.0,1.6,3.7,0.5,1.4,1.3,1.9,0.2,0.9,0.8,0.5,0.2,1.0,1
Jodie Meeks,60,12.0,4.7,1.7,4.5,0.7,2.2,0.5,0.7,0.1,1.5,0.7,0.3,0.1,0.4,1
Dante Cunningham,63,11.2,3.9,1.7,3.4,0.0,0.0,0.5,0.8,0.9,1.7,0.2,0.4,0.3,0.2,1
DeMarre Carroll,71,11.2,2.9,1.2,3.1,0.0,0.1,0.5,0.7,0.7,1.4,0.5,0.4,0.1,0.3,1
Jeff Ayres,39,10.4,2.7,1.1,1.7,0.0,0.0,0.5,0.5,0.6,1.9,0.0,0.2,0.4,0.3,1
Jeff Teague,71,10.1,3.2,1.3,3.2,0.1,0.5,0.6,0.7,0.1,0.9,1.7,0.5,0.1,0.7,1
Derrick Brown,57,9.4,3.3,1.2,2.6,0.0,0.1,0.8,1.3,0.5,0.8,0.3,0.4,0.2,0.3,0
DaJuan Summers,44,9.2,3.0,1.0,3.0,0.3,1.0,0.6,0.9,0.3,0.7,0.4,0.2,0.2,0.4,0
Gerald Henderson,43,8.3,2.6,0.9,2.4,0.1,0.4,0.8,1.1,0.3,0.9,0.3,0.2,0.2,0.3,1
Earl Clark,51,7.5,2.7,1.1,3.0,0.0,0.1,0.5,0.7,0.4,0.9,0.4,0.1,0.3,0.5,1
Cedric Jackson,12,6.3,1.7,0.5,1.7,0.1,0.5,0.6,1.0,0.2,0.5,1.2,0.3,0.2,0.9,0
Marcus Landry,18,6.2,2.4,0.9,2.4,0.5,1.6,0.2,0.3,0.3,0.8,0.0,0.1,0.1,0.3,0
Jahlil Okafor,53,30.0,17.5,7.5,14.7,0.0,0.1,2.5,3.7,2.3,4.7,1.2,0.4,1.1,2.3,0
Lester Hudson,25,5.2,2.3,0.8,2.1,0.2,0.6,0.4,0.5,0.3,0.4,0.5,0.3,0.1,0.6,0
O.J. Mayo,82,38.0,18.5,6.9,15.6,1.8,4.6,3.0,3.4,0.7,3.1,3.2,1.1,0.2,2.8,1
Derrick Rose,81,37.0,16.8,7.1,14.9,0.2,0.9,2.4,3.1,1.2,2.7,6.3,0.8,0.2,2.5,1
Eric Gordon,78,34.3,16.1,5.3,11.6,1.7,4.3,3.8,4.5,0.6,2.0,2.8,1.0,0.5,2.1,1
Russell Westbrook,82,32.5,15.3,5.3,13.4,0.4,1.6,4.3,5.2,2.2,2.7,5.3,1.3,0.2,3.3,1
Mario Chalmers,82,32.0,10.0,3.4,8.1,1.4,3.8,1.8,2.4,0.5,2.3,4.9,1.9,0.1,2.0,1
Brook Lopez,82,30.5,13.0,5.5,10.3,0.0,0.0,2.1,2.6,2.7,5.4,1.0,0.5,1.8,1.8,1
Jason Thompson,82,28.1,11.1,4.3,8.7,0.0,0.1,2.4,3.5,2.9,4.5,1.1,0.6,0.7,1.8,1
D.J. Augustin,72,26.5,11.8,3.7,8.6,1.5,3.4,2.9,3.2,0.2,1.6,3.5,0.6,0.0,1.6,1
Justise Winslow,78,28.6,6.4,2.5,5.9,0.4,1.5,1.0,1.5,1.0,4.1,1.5,0.9,0.3,1.2,0
Kevin Love,81,25.3,11.1,3.9,8.5,0.0,0.2,3.3,4.1,3.4,5.7,1.0,0.4,0.6,1.5,1
Courtney Lee,77,25.2,8.4,3.2,7.0,1.1,2.6,1.0,1.2,0.2,2.1,1.2,1.0,0.2,0.9,1
Michael Beasley,81,24.8,13.9,5.6,11.8,0.4,1.0,2.3,3.0,1.4,4.1,1.0,0.5,0.5,1.5,1
Brandon Rush,75,24.0,8.1,3.2,7.7,1.0,2.8,0.6,0.9,0.5,2.7,0.9,0.5,0.5,1.0,1
Anthony Morrow,67,22.6,10.1,3.8,8.0,1.3,2.7,1.2,1.4,1.2,1.8,1.2,0.5,0.2,0.8,1
Greg Oden,61,21.5,8.9,3.2,5.8,0.0,0.0,2.4,3.7,2.8,4.2,0.5,0.4,1.1,1.4,0
Kyle Weaver,56,20.8,5.3,2.0,4.4,0.6,1.7,0.7,1.0,0.6,1.8,1.8,0.8,0.5,1.2,0
Ryan Anderson,66,19.9,7.4,2.4,6.2,1.0,2.9,1.5,1.8,1.6,3.1,0.8,0.7,0.3,0.9,1
Darrell Arthur,76,19.3,5.6,2.5,5.7,0.0,0.0,0.5,0.8,1.4,3.1,0.6,0.7,0.7,0.6,1
George Hill,77,16.5,5.7,1.9,4.8,0.3,0.9,1.5,1.9,0.4,1.7,1.8,0.6,0.3,1.0,1
Marreese Speights,79,16.0,7.7,3.2,6.4,0.0,0.1,1.3,1.7,1.6,2.2,0.4,0.3,0.7,0.6,1
JaVale McGee,75,15.2,6.5,2.5,5.2,0.0,0.0,1.4,2.2,1.6,2.3,0.3,0.4,1.0,0.8,1
Mike Taylor,51,15.1,5.7,2.2,5.2,0.3,0.8,1.1,1.6,0.4,1.3,2.1,0.7,0.0,1.4,0
DeAndre Jordan,53,14.5,4.3,1.8,2.8,0.0,0.0,0.8,2.1,1.4,3.1,0.2,0.2,1.1,0.8,1
Roy Hibbert,70,14.4,7.1,2.8,6.0,0.0,0.0,1.4,2.1,1.6,1.8,0.7,0.3,1.1,0.8,1
Bobby Brown,68,13.7,5.3,2.1,5.3,0.7,1.9,0.5,0.6,0.2,0.6,1.7,0.3,0.0,0.9,0
D'Angelo Russell,80,28.2,13.2,4.9,12.0,1.6,4.6,1.8,2.4,0.6,2.8,3.3,1.2,0.2,2.5,0
Chris Douglas-Roberts,44,13.3,4.9,1.8,4.0,0.1,0.3,1.2,1.4,0.3,0.8,1.2,0.3,0.2,0.7,1
Jerryd Bayless,53,12.4,4.3,1.3,3.6,0.1,0.5,1.6,1.9,0.2,0.9,1.5,0.3,0.0,1.1,1
Cory Alexander,59,12.1,4.7,1.7,4.2,0.3,0.8,1.0,1.4,0.7,1.2,0.7,0.3,0.5,0.9,1
Cory Alexander,60,9.3,2.8,1.1,2.6,0.4,1.1,0.3,0.4,0.2,0.6,2.0,0.5,0.0,1.1,1
Kosta Koufos,48,11.8,4.7,2.0,3.9,0.0,0.0,0.8,1.1,1.0,1.8,0.4,0.3,0.7,0.5,1
Rob Kurz,40,11.1,3.9,1.3,3.3,0.4,1.0,1.0,1.3,0.8,1.2,0.5,0.3,0.5,0.4,0
Anthony Tolliver,19,10.9,2.7,1.0,3.4,0.5,2.2,0.3,0.5,0.6,1.5,0.9,0.3,0.1,0.4,1
Devin Booker,76,27.7,13.8,4.8,11.4,1.3,3.8,2.8,3.4,0.4,2.1,2.6,0.6,0.3,2.1,0
Robin Lopez,60,10.2,3.1,1.2,2.3,0.0,0.0,0.8,1.1,0.9,1.1,0.1,0.2,0.7,0.5,1
Darnell Jackson,51,8.4,1.9,0.7,1.7,0.0,0.0,0.5,0.7,0.6,1.1,0.2,0.2,0.1,0.3,0
Sean Singletary,37,8.2,2.4,0.8,2.3,0.3,0.7,0.5,0.6,0.3,0.7,0.8,0.3,0.0,0.6,0
Kevin Durant,80,34.6,20.3,7.3,17.1,0.7,2.6,4.9,5.6,0.9,3.5,2.4,1.0,0.9,2.9,1
Jeff Green,80,28.2,10.5,4.0,9.4,0.3,1.0,2.2,3.0,1.3,3.5,1.5,0.6,0.6,2.0,1
Jamario Moon,78,27.8,8.5,3.6,7.4,0.5,1.6,0.8,1.1,1.2,5.0,1.2,1.0,1.4,0.7,1
Al Thornton,79,27.3,12.7,4.7,11.0,0.5,1.6,2.7,3.6,1.2,3.3,1.2,0.6,0.5,1.6,0
Mike Conley,53,26.1,9.4,3.6,8.3,0.6,1.7,1.7,2.3,0.4,2.2,4.2,0.8,0.0,1.7,1
Stanley Johnson,73,23.1,8.1,3.1,8.2,0.9,2.8,1.1,1.4,0.8,3.4,1.6,0.8,0.2,1.6,0
Daequan Cook,59,24.4,8.8,3.3,8.7,1.3,4.0,0.8,1.0,0.3,2.7,1.3,0.4,0.1,1.1,1
Corey Brewer,79,22.8,5.8,2.3,6.2,0.1,0.5,1.1,1.4,1.0,2.7,1.4,1.0,0.3,1.1,1
Thaddeus Young,74,21.0,8.2,3.6,6.6,0.1,0.3,1.0,1.4,1.6,2.6,0.8,1.0,0.1,0.9,1
Joakim Noah,74,20.7,6.6,2.4,5.0,0.0,0.0,1.8,2.6,2.4,3.3,1.1,0.9,0.9,1.2,1
Wilson Chandler,35,19.6,7.3,3.0,6.9,0.3,0.9,1.0,1.5,1.1,2.5,0.9,0.4,0.5,0.8,1
Rodney Stuckey,57,19.0,7.6,2.7,6.7,0.1,0.3,2.2,2.7,0.6,1.7,2.8,0.9,0.1,1.4,1
Jared Dudley,73,19.0,5.8,2.2,4.8,0.1,0.6,1.2,1.6,1.7,2.3,1.1,0.8,0.1,0.7,1
Sean Williams,73,17.5,5.6,2.2,4.2,0.0,0.0,1.1,1.8,1.6,2.8,0.4,0.4,1.4,1.0,0
Myles Turner,60,22.8,10.3,4.4,8.8,0.1,0.2,1.5,2.0,1.1,4.4,0.7,0.4,1.4,1.1,0
Carl Landry,42,16.9,8.1,3.2,5.2,0.0,0.0,1.7,2.6,2.3,2.6,0.5,0.4,0.2,0.6,1
Acie Law,56,15.4,4.2,1.7,4.2,0.1,0.6,0.7,0.9,0.2,0.8,2.0,0.5,0.0,1.0,0
Nick Young,75,15.4,7.5,2.8,6.4,0.5,1.3,1.3,1.7,0.3,1.2,0.8,0.5,0.1,1.3,1
Jason Smith,76,14.6,4.5,1.9,4.1,0.1,0.2,0.7,1.1,1.0,2.0,0.3,0.3,0.7,0.6,1
Glen Davis,69,13.6,4.5,1.6,3.2,0.0,0.0,1.4,2.2,1.4,1.6,0.4,0.5,0.3,0.9,1
Javaris Crittenton,50,13.6,5.6,2.0,4.7,0.2,0.7,1.4,2.1,0.5,1.7,1.0,0.4,0.0,1.1,0
Spencer Hawes,71,13.1,4.7,2.1,4.5,0.1,0.3,0.5,0.8,1.0,2.3,0.6,0.2,0.6,0.8,1
Arron Afflalo,75,12.9,3.7,1.3,3.2,0.1,0.6,0.9,1.2,0.5,1.3,0.7,0.4,0.1,0.5,1
Aaron Brooks,51,11.9,5.2,1.8,4.4,0.7,2.1,0.8,1.0,0.3,0.8,1.7,0.3,0.1,0.9,1
C.J. Watson,32,11.5,3.7,1.3,3.2,0.3,0.8,0.7,0.9,0.4,0.6,1.1,0.5,0.0,0.6,1
Julian Wright,57,11.2,3.9,1.6,3.0,0.2,0.4,0.6,0.9,0.6,1.5,0.7,0.5,0.2,0.6,0
Chris Richard,52,10.7,1.9,0.8,1.7,0.0,0.0,0.3,0.5,1.0,1.6,0.3,0.2,0.2,0.5,0
Nick Fazekas,26,10.3,4.1,1.8,3.2,0.0,0.1,0.6,0.8,1.3,2.1,0.4,0.3,0.4,0.5,0
Aaron Gray,61,10.0,4.3,1.7,3.3,0.0,0.0,0.9,1.6,1.1,1.6,0.7,0.3,0.3,0.9,1
Dominic McGuire,70,9.9,1.3,0.6,1.5,0.0,0.1,0.2,0.5,0.8,1.2,0.6,0.3,0.4,0.6,1
Brandan Wright,38,9.9,4.0,1.6,2.9,0.0,0.0,0.7,1.1,1.0,1.6,0.2,0.2,0.6,0.3,1
Jermareo Davidson,38,8.5,3.2,1.3,3.3,0.0,0.0,0.5,0.7,0.6,1.1,0.3,0.2,0.4,0.5,0
Mario West,64,4.2,0.9,0.3,0.8,0.0,0.1,0.3,0.4,0.4,0.3,0.2,0.2,0.1,0.1,0
Demetris Nichols,14,3.1,1.1,0.4,1.6,0.2,0.9,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.3,0
Willie Cauley-Stein,66,21.4,7.0,2.9,5.1,0.0,0.0,1.2,1.9,2.0,3.3,0.6,0.7,1.0,0.7,0
Brandon Roy,57,35.4,16.8,6.1,13.4,1.0,2.6,3.5,4.2,1.0,3.4,4.0,1.2,0.2,2.0,1
Adam Morrison,78,29.8,11.8,4.6,12.1,1.1,3.3,1.5,2.2,0.7,2.3,2.1,0.4,0.1,1.7,0
Rudy Gay,78,27.0,10.8,4.1,9.7,0.7,1.8,1.9,2.7,1.2,3.3,1.3,0.9,0.9,1.8,1
Rajon Rondo,78,23.5,6.4,2.4,5.8,0.1,0.4,1.5,2.4,0.9,2.8,3.8,1.6,0.1,1.8,1
Randy Foye,82,22.9,10.1,3.7,8.4,0.8,2.3,2.0,2.3,0.6,2.1,2.8,0.7,0.3,1.9,1
LaMarcus Aldridge,63,22.1,9.0,3.8,7.6,0.0,0.0,1.3,1.8,2.3,2.7,0.4,0.3,1.2,0.7,1
Tarence Kinsey,48,20.1,7.7,2.9,6.3,0.3,1.0,1.6,2.0,0.6,1.4,0.9,1.1,0.0,1.0,0
Josh Richardson,52,21.3,6.6,2.4,5.2,1.0,2.2,0.8,1.2,0.4,1.7,1.4,0.7,0.5,0.7,0
Craig Smith,82,18.7,7.4,3.0,5.6,0.0,0.1,1.4,2.3,1.8,3.3,0.6,0.6,0.2,0.9,1
Shelden Williams,81,18.7,5.5,2.0,4.5,0.0,0.0,1.4,1.8,1.6,3.8,0.5,0.6,0.5,1.2,1
Paul Millsap,82,18.0,6.8,2.5,4.9,0.0,0.0,1.7,2.5,2.2,2.9,0.8,0.8,0.9,1.1,1
Rodney Carney,67,17.4,6.6,2.7,5.9,0.4,1.1,0.8,1.3,0.6,1.3,0.4,0.6,0.3,0.6,1
Marcus Williams,79,16.6,6.8,2.6,6.7,0.6,2.1,0.9,1.1,0.4,1.7,3.3,0.4,0.0,1.8,0
Daniel Gibson,60,16.5,4.6,1.6,3.9,0.9,2.1,0.5,0.7,0.5,1.1,1.2,0.4,0.1,0.7,1
Renaldo Balkman,68,15.6,4.9,2.0,4.0,0.1,0.4,0.8,1.3,1.4,2.9,0.6,0.8,0.7,0.7,1
Rondae Hollis-Jefferson,29,21.2,5.8,2.2,4.8,0.1,0.5,1.3,1.8,1.3,4.0,1.5,1.3,0.6,0.9,0
Jordan Farmar,72,15.1,4.4,1.7,4.1,0.6,1.9,0.4,0.5,0.3,1.3,1.9,0.6,0.1,1.0,1
Allan Ray,47,15.1,6.2,2.1,5.5,1.0,2.5,0.9,1.2,0.4,1.1,0.9,0.4,0.1,0.9,0
Mardy Collins,52,14.9,4.5,1.7,4.4,0.3,0.9,0.9,1.6,0.5,1.5,1.6,0.6,0.1,1.1,0
J.J. Redick,42,14.8,6.0,1.9,4.6,0.9,2.3,1.3,1.4,0.2,1.0,0.9,0.3,0.0,0.5,1
Tyrus Thomas,72,13.4,5.2,1.9,3.9,0.0,0.0,1.5,2.4,1.2,2.5,0.6,0.6,1.1,1.3,1
Alexander Johnson,59,12.8,4.4,1.5,2.9,0.0,0.0,1.3,2.0,0.8,2.2,0.3,0.4,0.6,0.8,0
Cedric Simmons,43,12.4,2.9,1.3,3.1,0.0,0.0,0.4,0.8,1.0,1.5,0.3,0.2,0.5,0.5,0
Frank Kaminsky,81,21.1,7.5,2.7,6.5,0.8,2.5,1.3,1.8,0.9,3.3,1.2,0.5,0.5,0.7,0
Shawne Williams,46,12.1,3.9,1.6,3.5,0.4,1.1,0.2,0.4,0.7,1.1,0.5,0.1,0.2,0.5,1
Ronnie Brewer,56,12.1,4.6,1.8,3.4,0.0,0.2,1.0,1.5,0.7,0.7,0.4,0.7,0.1,0.4,1
David Noel,68,11.6,2.7,1.0,2.6,0.3,0.8,0.5,0.6,0.6,1.2,1.0,0.4,0.1,0.6,0
Solomon Jones,58,11.5,3.3,1.1,2.2,0.0,0.0,1.0,1.3,0.8,1.5,0.2,0.2,0.7,0.4,1
